,서비스아이디,서비스명,서비스URL,서비스요약,사이트,대표문의,소관부처명,소관조직명,기준년도,최종수정일,지원대상,지원내용,신청방법
270,259,재해보상금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=259,"군복무 중 사망한 군인 또는 의무경찰 등의 유족에게 사망보상금을 지급하거나, 의무경찰 등이 복무 중 부상을 입고 퇴직한 경우 상이급여금을 지원합니다.",국가보훈처 http://www.mpva.go.kr/,보훈상담센터 1577-0606,국가보훈처,보상정책과,2018,2018-02-23,"
사망한 군인, 사망 또는 상이를 입은 의무경찰, 교정시설경비교도대원 및 의무소방원을 대상으로 지원합니다.
","
군인이 사망한 경우에 군인사망보상금을 지급하고, 의무경찰 교정시설경비교도대원 및 의무소방원이 공무를 수행 중에 사망하거나 부상을 당한 경우에는 사망(상이)급여금을 지급합니다.
","
주소지 관할 보훈(지)청 또는 제주보훈청을 방문하거나 인터넷으로 신청합니다.
		☞ 국가보훈 지(방)청 소개(바로가기)


다음과 같은 순서로 지원합니다.

1 보상금 신청 
보훈(지)청에 보상금을 신청

2 대상자 지급요건
		확인 및 대상결정 
보훈(지)청에서 대상자 지급요건을 확인하고 대상자를 결정

3 재해보상금 지급 
보훈(지)청에서 재해보상금을 지급

"
271,255,재해위로금지급,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=255,"재해로 인명, 재산상 피해를 입은 국가유공자 등 보훈가족을 위로하고 재해복구의지를 고취시키기 위하여 재해위로금을 지급합니다.",국가보훈처 http://www.mpva.go.kr/,보훈상담센터 1577-0606,국가보훈처,복지정책과,2019,2019-03-21,"

							자연현상으로 인하여 발생한 재해나 거주하고 있는 주택의 화재로 선포된 특별재난지역의 인명 또는 재산상의 피해를 입은 독립유공자, 국가유공자, 5·18민주유공자, 특수임무유공자 또는 각각 대상자의 유가족 중 선순위자 1인에 한하여 지원합니다. 
						


							선정기준이 되는 재해유형은 다음과 같습니다. 
							
태풍, 홍수, 호우, 강풍, 풍랑, 해일, 대설, 낙뢰, 가뭄, 지진 그 밖의 이에 준하는 자연현상으로 인하여 발생한 재해로 인하여 입은 인명 또는 재산상의 피해 
직접 거주하고 있는 주택의 화재로 인하여 입은 인명 또는 재산상의 피해 



							보훈 대상별 기준은 다음과 같습니다. 
							
독립유공자 또는 유가족 중 선순위자 1명
국가유공자 또는 유가족 중 선순위자 1명
보훈보상대상자 또는 유가족 중 선순위자 1명
「참전유공자 예우 및 단체설립에관한 법률」제3조 적용대상자
 5·18민주유공자 또는 중 선순위자 1명, 특수임무유공자 또는 유가족 중 선순위자 1명 


","

							피해 종류 및 정도에 따라 30만원~500만원을 지원합니다. 
							
인명피해의 경우 사망(실종)은 500만원, 2주 이상 입원치료가 필요한 부상은 30만원 지급 
주택피해의 경우 전파의 경우 500만원, 반파는 250만원, 침수는 50만원을 지급 
공동주택피해의 경우 2,000만원 초과 피해시 100만원, 1,000만원 초과 2,000만원 이하의 피해시 50만원 지급
기타 재산피해의 경우 대규모 피해(피해액 1,000만원 초과)시, 50만원, 소규모 피해(피해액 30만원 이상 1,000만원 이하)시, 20만원 지급
공동이용시설피해의 경우 대규모 피해(피해액 1,000만원 초과)시, 500만원, 소규모 피해(피해액 500만원 초과) 250만원 지급


단, 농작물, 과수, 수산물 등의 경작이나 양식 실패 등 재해와 직접 관련이 없는 피해, 고의로 인해 발생되거나 확대된 피해와 본채가 아닌 별채 또는 창고 등 부속건물, 빈집, 무허가 등 불법건축물, 건축중인 주택은 재해위로금을 지급하지 않습니다.
","
보훈지(방)청을 방문하거나 전화 또는 우편으로 신청합니다.

신청하시면 다음과 같은 순서로 지원 됩니다.



1
								서비스 신청
							

								보훈(지)청에 보상금을 신청 
							



2
								재해사실 확인 및 현장조사
							

								보훈(지)청에서 대상자 지급요건을 확인하고 대상자를 결정 
							



3
								재해위로금 지급
							

								보훈(지)청에서 재해보상금을 지급
							

"
272,332,저소득장애인 진단서 발급비 및 검사비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=332,생계급여 및 의료급여 수급자에게 장애인 등록 진단 비용과  장애 심사를 받기 위한 검사비 일부를 지원하여 경제적인 부담을 덜어 줍니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,장애인정책과,2019,2019-07-01,"
생계, 의료급여 수급자가 신규 장애인 등록을 하거나 재판정 시기가 도래하여 재진단을 받아야 하는 경우에 지원합니다.


                        	진단비 대상자는 다음과 같습니다. 
							
생계급여 및 의료급여 수급자로서 신규 장애인으로 등록하거나 기존 장애인이 새로운 장애를 추가하는 경우
생계급여 및 의료급여 수급자인 장애인으로서 의무적 재판정 기간이 도래했거나 장애 판정 전문의가 재판정 기한을 명시한 경우
장애정도 조정 신청, 이의 신청의 경우는 진단비를 지원하지 않음



                        	검사비 대상자는 다음과 같습니다. 
							
생계·의료·주거·교육급여 수급자나 차상위계층이면서 장애인연금 신청 및 활동지원. 중증장애 아동수당 신청 및 의무 재판정으로 재진단을 받아야 하는 기존의 등록 장애인인 경우
시장·군수·구청장이 직권으로 장애 상태를 확인하는 경우


다만, 허위 또는 부정으로 확인되어 경찰청 등에서 통보된 대상자는 심사결과 장애 상태가 확인된 경우에만 지원합니다.
","

                        	진단비는 다음과 같이 지원합니다. 
							
(생계급여, 의료급여 수급자면서 )지적 장애 또는 자폐성 장애의 경우 40,000원
(생계급여, 의료급여 수급자면서 )그외 기타 장애는 15,000원



                        	검사비는 다음과 같이 지원합니다. 
							
수급자 및 차상위계층으로서 재판정이 필요한 등록장애인은 진단비, 검사비 포함하여 소요비용 총 100,000원 이하의 범위내에서 지원


","
신청은 읍/면/동 주민센터를 방문하거나 우편으로 신청합니다.

다음과 같은 순서로 지원합니다.



1
								초기상담 및 서비스 신청
							

								읍/면/동에서 초기 상담을 받고 서비스 신청 
							



2
								대상자 통합조사및 확정
							

								시/군/구청에서 대상자를 통합하여 조사한 후에 확정
							



3
								서비스 실시
							

								시/군/구청에서 서비스를 실시 
							

"
273,50,저소득층 기저귀·조제분유 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=50,저소득층 가구의 영아를 양육하는 부모에게 기저귀와 조제분유를 지원합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지부 콜센터 129,보건복지부,출산정책과,2019,2019-01-22,"
저소득층 가구의 영아(0~24개월)에게 지원합니다.

기저귀는 만2세 미만의 영아를 둔 기초생활보장, 차상위계층, 한부모가족 수급 가구를 대상으로 영아별로 지원합니다.
		- 국민기초생활보장법 상 생계·의료·주거·교육급여 수급 가구
		- 차상위 본인부담경감대상, 차상위 자활, 차상위 장애인, 차상위계층확인서발급 가구
		- 한부모가족지원법에 의한 지원 대상 가구(청소년한부모가족 포함)
		- 기준중위소득 80% 이하의 부 또는 모 또는 영아가 일반장애인으로 등록된 가구
		- 기준중위소득 80%이하의 다자녀(2인 이상) 가구
조제분유는 기저귀 지원대상 중 산모의 사망·특정질병, 의식 기능의 현저한 저하 등으로 모유수유가 불가능하다고 의사가 판단하는 경우, 아동복지시설·공동생활가정·가정위탁보호·입양대상 아동, 한부모(부자·조손) 및 영아 입양 가정의 아동인 경우 지원합니다.
		
특정질병: 에이즈, HTLV감염, 악성신생물, 방사선·항암제 치료 등


","
저소득층 가구 영아(0~24개월)에게 다음과 같이 구매비용을 국민행복카드에 바우처 포인트로 지원합니다.
		
기저귀: 월 64,000원
조제분유: 월 86,000원


","
보건소 또는 읍면동 주민센터 방문 신청 또는 복지로(online.bokjiro.go.kr) 온라인 신청을 합니다.

다음과 같은 순서로 지원합니다.

1 서비스 신청 
보건소 또는 읍면동 주민센터를 방문 또는 복지로를 통하여 서비스 신청

2 사실조사 및 심사 
보건소에서 사실을 조사하고 심사

3 서비스 제공 
보건소에서 서비스 제공

"
274,346,저소득층 본인부담금 경감,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=346,저소득층의 본인부담금을 경감하여 서비스를 이용하는 부담을 줄입니다.,국민건강보험공단 http://www.nhis.or.kr/,국민건강보험공단 상담센터 1577-1000,보건복지부,요양보험제도과,2019,2019-03-29,"
본인부담금 100분의 60을 감경하는자는 아래와 같습니다.
		
의료급여법 제3조제1항제2호부터 제9호까지의 규정에 따른 수급자
국민건강보험법 시행규칙 제15조에 따라 국민건강보험공단으로부터 건강보험 본인부담액 경감 인정을 받은 자
천재지변 등 보건복지부령으로 정하는 사유로 인하여 생계가 곤란한 자
국민건강보험법 제69조 제4항 및 제5항의 월별 보험료액이 국민건강보험 가입자 종류별 및 가입자 수별 보험료 순위 0~25% 이하에 해당되며, 직장가입자는 재산이 일정 기준 이하인 자



본인부담금의 100분의 40을 감경하는 자는 아래와 같습니다.
		
국민건강보험법 제69조제4항 및 제5항의 월별 보험료액이 국민건강보험 가입자 종류별 및 가입자수별 보험료 순위 25% 초과~50% 이하에 해당되며, 직장가입자는 재산이 일정기준 이하인 자


","
본인부담금 60% 또는 40%를 지원합니다.
","
국민보험공단을 방문하거나 우편, 인터넷 등으로 신청합니다.

다음과 같은 순서로 지원합니다.

1 서비스 신청 
공단의 각 지사별 장기요양센터에 서비스 신청

2 방문조사 
국민건강보험공단에서 방문하여 조사를 실시

3 장기요양인정
		및 등급판정 
공단 등급판정위원회에서 장기요양인정 및 등급을 판정

4 장기요양인정서
		및 표준
		장기이용계획서 통보 
국민건강보험공단에서 장기요양인정서 및 표준 장기이용계획서를 통보


5 서비스 이용 
장기요양기관에서 서비스를 이용

"
275,221,저소득층 에너지효율 개선(단열/창호/바닥시공 및 고효율 보일러 교체 지원),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=221,"저소득층 노후주택의 보일러, 창호, 단열, 바닥 공사를 지원하여에너지 효율을 개선하고 난방에너지 공급기반을 마련합니다.",한국에너지재단 www.koref.or.kr,한국에너지재단 02-6913-2151~6,산업통상자원부,자원안보정책과,2019,2019-03-21,"
수선 유지비 지급대상을 제외한 기초생활수급가구, 차상위계층, 사각지대에 처한 일반 저소득가구(지자체 추천)를 지원합니다.

지원대상에 해당하는 가구의 신청이나 지방자치단체의 추천이 필요합니다.
현장실사 후 효율개선사업 시공 및 물품지원이 필요한 가구에게 지원합니다.
","
사업 내용은 다음과 같습니다.
		
단열·창호교체 등 저소득층의 난방 효율을 제고하기 위한 주택 개보수
저소득층의 에너지 구입비용 절감을 위한 고효율 난방물품 보급
하절기 냉방복지를 위한 냉방기기 설치 지원


단열 공사는 외기의 벽면에 단열성능을 가진 재료를 설치하여 열손실 및 유출을 차단하는 시공을 합니다.
창호 공사는 창호가 낡거나 뒤틀림 등에 의해 외부공기 유입이 많은 경우 복층유리 및 PVC샤시 등 교체하여 기밀성을 강화합니다.
바닥 공사는 보일러가 설치되지 않았거나 보일러 배관이 파손되어 사용이 불가능한 가구에 보일러를 가동할 수 있도록 방바닥에 배관(XL)공사를 합니다.
물품 지원은 가스·기름 보일러, 창호형에어컨 등 냉방기기를 지원합니다.
","
읍/면/동 주민센터나 기초 지자체를 방문하여 신청합니다.

다음과 같은 순서로 진행합니다.

1 지원대상 발굴 
읍/면/동 주민센터에서 지원대상을 발굴

2 시행기관 선정 
에너지복지실행위원회에서 시행기관을 선정

3 시공업체 선정 
선정평가위원회에서 시공업체를 선정

4 가구방문조사
		및 계약 
시행기관에서 가구를 방문하여 조사하고 계약을 진행


5 시공 및 배송설치 
시행업체에서 시공 및 배송 설치

"
276,188,저임금근로자 사회보험료지원사업(두루누리),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=188,소규모 사업에 근무하는 저임금 근로자의 사회보험료를 지원하여 근로자의 경제적 부담을 경감합니다.,고용노동부 http://www.moel.go.kr/ 보건복지부 http://www.mohw.go.kr 근로복지공단 http://www.kcomwel.or.kr/ 근로복지공단 고객지원센터 www.kcomwel.or.kr 고용노동부 고객상담센터 http://www.moel.go.kr/ 국민연금공단 http://www.nps.or.kr,근로복지공단 고객지원센터 1588-0075,고용노동부,고용보험기획과,2019,2019-02-25,"
근로자가 10인 미만인 소규모 사업에 근무하는 근로자 중 월 평균보수가 215만원 미만인 근로자와 해당 사업장의 사업주에게 사회보험료(고용보험과 국민연금)를 지원합니다.

지원신청일이 속하는 달의 말일 현재, 근로자 수가 10명 미만이어야 합니다.
전년도 말 기준의 사업인 경우에는 다음에 해당하면 지원합니다.
		
전년도 월평균 근로자 수가 10명 미만인 경우
전년도 월평균 근로자 수가 10명 이상인 경우에는 보험료 지원금 신청일을 기준으로 직전 3개월 연속 근로자 수가 10명 미만인 경우


사업장 적용일이 당해 연도인 신규 사업장의 경우에는 다음에 해당하면 지원합니다.
		
당연 적용 성립 신고 당시 근로자 수가 10명 이상이거나, 사업장 적용일이 당해 연도에 소급된 신규 사업장인 경우 보험료 지원 신청월을 기준으로 직전 3개월 연속 근로자 수가 10명 미만인 경우
사업장 적용일이 속한 달~지원신청일이 속하는 달까지의 기간이 3개월 미만일 때에는 해당 기간 연속 근로자 수가 10명 미만인 경우


","
지원 요건에 해당하는 대상자의 고용보험과 국민연금 보험료 부담분을 다음달 보험료에서 차감하고 지원합니다.
기존 가입자는 30%, 신규 가입자는 80~90%를 지원합니다.(1~4인 90%, 5~9인 80%)
","
근로복지공단 및 국민연금공단과 각 지사를 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기 상담 및 신청 
근로복지공단이나 국민연금공단 각 지사에 서비스를 신청

2 사실 조사 및 심사 
근로복지공단이나 국민연금공단 각 지사에서 조사

3 서비스 보장 
근로복지공단이나 국민연금공단 각 지사에서 서비스 보장

4 서비스 제공 
근로복지공단이나 국민연금공단 각 지사에서 서비스를 제공

"
277,51,전립선등 노인성질환 예방관리,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=51,"전립선 질환을 조기에 진단하고, 예방과 관리를 위한 교육 및 홍보를 지원합니다. ※ 2018.2월말 2018년 사업 수행자 공모 진행 중으로 4~5월 중 사업 시작 예정",, ,보건복지부,건강정책과,2018,2018-03-12,"
지역보건소 등을 지원합니다.
전립선 관리 환경이 취약한 도서지역 등에 거주하는 55세 이상 남성 중 전립선 비대 의심자를 지원합니다. 
","

							보건소와 노인복지관을 대상으로 전립선 관리 교육을 실시합니다. 
						

							도서지역에 거주하고 있는 55세 이상 남성을 대상으로 전립선 무료검진 등을 지원합니다. 
						
","
지역 보건소에 신청합니다.

다음과 같은 순서로 지원합니다.



1
								초기상담 및서비스 신청
							

								보건소에 초기 상담 후 서비스 신청
							



2
								사실조사 및 심사
							

								보건소에서 사실을 조사하고 심사
							



3
								서비스 결정
							

								보건소에서 서비스 여부를 결정
							



4
								서비스 제공
							

								법인, 비영리민간단체 등 행정기관 허가 및 등록 단체에서 서비스를 제공
							

"
278,232,정보통신보조기기보급,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=232,장애인과 국가유공자 등에게 정보통신 보조기기를 지원하여 정보화 생활을 개선하고 정보격차를 해소합니다.,정보통신보조기기 사업 http://www.at4u.or.kr/,한국정보화진흥원 상담센터 1588-2670,과학기술정보통신부,정보활용지원팀,2019,2019-03-15,"
등록 장애인이거나 국가유공자 등 예우 및 지원에 관한 법률 제6조의 규정에 의하여 등록된 자

아래의 항목을 종합적으로 고려하여 대상자(신규 신청자 우선 지원)를 선정합니다.
		
중증장애인 우선
저소득층 우선
구직자, 학생, 취업자 순
보조기기 사용 적합도 및 활용도가 높은 자


서류심사, 방문상담(해당하는 경우), 전문가 평가 등을 바탕으로 절차에 따라 공정하고 객관적으로 선정합니다.
","
정보통신 보조 기기 구매 비용의 80%를 지원합니다.
		※ 단, 기초 생활수급권자, 차상위장애인은 90%까지 지원
정보통신 보조기기 지원 품목은 다음과 같습니다.
		
시각장애: 화면낭독 소프트웨어, 독서 확대기 등
지체·뇌병변 장애: 특수 마우스, 특수 키보드 등
청각·언어장애: 영상전화기, 의사소통 보조기기 등


","
17개 광역시청/도청(일부는 시/군/구청)을 방문하거나 우편 또는 인터넷으로 신청합니다.

다음과 같은 순서로 지원합니다.

1 서비스 신청 
17개 광역시청/도청에 방문하여 서비스 신청(일부는 시/군/구청)

2 대상자
		적격여부 심사 
시/도/군/구청에서 대상자 적격 여부를 심사

3 보급 대상자 결정 
시/도에서 보급 대상자를 결정

4 본인부담금 납부 
보급 대상자가 본인부담금을 납부


5 배송 및 설치 
보급 업체에서 배송 및 설치

"
279,243,정신건강복지센터운영(아동청소년정신건강증진사업 포함),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=243,일반인은 물론 아동&middot;청소년에게 발생할 수 있는 정신건강(정신질환 등) 문제를 예방하고 조기에 발견하여 상담과 재활을 통해 치료받을 수 있도록 지원합니다.,한국정신보건전문요원협회 http://www.kamhp.or.kr/ 한국자살예방협회 http://www.suicideprevention.or.kr/ 자살예방협회 사이버상담실 http://www.counselling.or.kr/ 대한신경정신과의사회 http://www.onmaum.com/ 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,정신건강정책과,2019,2019-03-27,"
중증 정신질환자를 비롯한 다음의 아동ㆍ청소년 및 정신건강 관계자는 해당 지역 정신건강복지센터를 방문하여 지원을 신청할 수 있습니다.
		
아동·청소년 정신건강증진사업 대상자
			
- 지역 사회 내 만18세 이하 아동·청소년(미취학 아동포함)
- 지역사회 내 취약계층(북한이탈 주민, 다문화가정, 조손가정, 한부모가정)아동·청소년
- 청소년쉼터(가출청소년 일시 보호소) 청소년, 공동생활 가정, 아동복지시설의 아동·청소년 등
- 부모, 교사, 시설 종사자 등 아동ㆍ청소년 정신건강 관계자




","
지역별 정신건강복지센터는 다음과 같습니다.
		
광역 정신건강복지센터: 서울, 부산, 대구, 인천, 광주, 대전, 울산, 경기, 강원, 충북, 충남, 전북, 전남, 경북, 경남, 제주에 각 1개소 운영
기초 정신건강복지센터: 인구 20만 미만 시/군/구의 경우 1개소, 인구 20만 이상 시/군/구의 경우 2개소 이상 설치 가능하며, 추가 설치 기준은 인구 20만명 당 1개소(적용 예시: 40만명 2개소까지, 60만명 3개소까지 설치 가능)


저소득층(생계·의료·주거·교육급여 수급자 혹은 차상위계층 등) 가정의 아동·청소년일 경우, 예산의 범위 내에서 확진을 위한 검사 비용 등을 보조합니다.
그 밖에도 상담과 사례 관리 등 정신건강 사례관리 서비스를 받을 수 있습니다.
","
시/도 및 시/군/구의 정신건강복지센터에 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
시/도/군/구의 정신건강복지센터에 서비스 신청

2 사실조사 및 심사 
시/도/군/구의 정신건강복지센터에서 조사

3 서비스 보장 
시/도/군/구의 정신건강복지센터에서 보장

4 서비스 제공 
시/도/군/구의 정신건강복지센터에서 서비스를 제공

"
280,136,제대군인 대부지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=136,"금융기관에 대부업무를 위탁하여 신용이 낮은 사람도 대부를 받을 수 있도록 하고, 6개월 이상 연체된 채권은 보훈처에서 양수하여 오랫동안 군복무한 제대군인의 생활안정을 도모합니다.",국가보훈처 http://www.mpva.go.kr/ 제대군인지원센터 http://www.vnet.go.kr/,보훈상담센터 1577-0606,국가보훈처,제대군인취업과,2019,2019-01-21,"
군에서 10년 이상 복무하고 전역한 제대군인에게 지원합니다.
주택을 구입(신축)했거나 주택을 임차한 경우 대부신청일 현재 무주택자에게 지원합니다.
주택을 구입(신축)한 경우에는 부부공동명의로 소유권 등기를 한 경우에도 제대 군인 본인의 지분(50% 이상)을 담보로 대부를 지원합니다.
아파트를 분양 받은 경우, 아파트 분양 대상 결정자 중 희망자에게도 대출을 지원합니다.
본인 또는 배우자 공동명의로 농토를 구입하고자 하는 사람으로 본인, 배우자 주민등록상 본인과 1년 이상 동거하고 있는 조부모, 부모, 자녀, 손자녀 등이 직접 영농에 종사하는 경우에 지원합니다.
소규모 사업을 운영하고 있거나 신규로 운영하고자 하는 본인과 배우자(법인사업 등 일부업종 제외)에게 사업비 대출을 지원합니다.
신규 또는 기존의 개인택시 사업자에게 차량 구입비, 차고 시설비 등의 소요자금에 대해 대출을 지원합니다.
재해 복구비, 의료비, 경조비 및 전세보증금 인상 등으로 긴급 가계자금이 필요한 경우에 대출을 지원합니다.
학자금의 경우에는 본인 또는 자녀가 국내의 전문대학 이상(대학원 포함)에 입학 또는 재학 중일 때에 대출을 지원합니다(가구당 인원 제한 없음).

금융기관 대부가 불가능한 신용관리대상자의 경우에는 주소지 관할 보훈지청에서 직접 대출을 지원합니다.
다음의 경우에는 대출을 지원하지 않습니다
		
대출를 받고 2년이 경과되지 않은 경우(생활안정대부, 학자금대부 제외)
주택 구입(신축), 아파트 분양, 주택 임차, 농토 구입, 사업비 대출 중 2건 이상을 상환하고 있는 경우
생활안정대출을 3건 이상 상환하고 있는 경우(생활안정대출은 1년에 1건만 지원함)
학자금대출의 경우 타 기관으로부터 동일학기 학자금을 지원 받았거나 받을 경우


","
직접 또는 위탁으로 대출하는 경우 다음과 같은 한도액으로 지원합니다.
		

용도별 대부 지원내용








용도
대출한도
연이율
상환기간




주택구입(신축)
					아파트분양
3000~6000만원
3%
20년 균등상환


주택임차
1500~4000만원
3%
7년 균등상환


농토구입
2500만원
4%
3년거치 10년상환


사업자금
2000만원
4%
7년 균등상환


학자금
학기당500만원
4%
5년 균등상환


생활안정자금
300만원
3%
3년 균등상환





금융기관 위탁대부 지원자중 6개월 이상 원리금을 체납한 경우에는 부실채권으로 양수하여 보훈처가 관리합니다.
","
직접 지원의 경우에는 보훈(지)청, 위탁 지원 및 부실채권양수는 위탁금융기관으로 방문하거나, 인터넷(www.vnet.go.kr), 우편 등으로 신청합니다.

다음과 같이 진행합니다.

1 초기상담 및
		서비스 신청 
직접 지원의 경우에는 보훈(지)청, 위탁 지원 및 부실채권양수는 위탁금융기관에서 초기상담을 받고 서비스 신청

2 사실조사 및 심사 
직접 지원의 경우에는 보훈(지)청, 위탁 지원 및 부실채권양수는 위탁금융기관에서 사실을 조사하고 심사

3 서비스 결정 
직접 지원 및 부실채권양수의 경우에는 보훈(지)청, 위탁 지원은 위탁금융기관에서 서비스를 결정

4 서비스 제공 
직접 지원 및 부실채권양수의 경우에는 보훈(지)청, 위탁 지원은 위탁금융기관에서 서비스를 제공

"
281,258,제대군인전직지원금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=258,"군인연금 비대상 중,장기복무 제대군인의 생활안정을 도모하고 취업과 창업을 촉진하기 위하여 제대군인 전직지원금을 지급합니다.",국가보훈처 http://www.mpva.go.kr/ 제대군인지원센터 http://www.vnet.go.kr/,보훈상담센터 1577-0606,국가보훈처,제대군인일자리과,2018,2018-02-22,"

							5년 이상, 19년 6개월 미만을 복무하고 전역한 제대군인을 지원합니다.
						


							군인연금 비대상 제대군인이 취업(창업)하지 못한 상태에서 대통령령으로 정하는 적극적인 구직활동(창업활동 포함)을 하는 경우 선정합니다. 
						

							전역한지 6개월이 지난 후에 전직지원금 지급을 신청하거나 군인연금법에 따른 퇴직연금, 퇴역연금일시금 및 퇴역연금공제일시금 중 어느 하나를 받았거나 받고 있는 경우 선정에서 제외합니다. 
						
","

							중기복무자는 매월 25만원, 장기복무자는 매월 50만원씩 6개월 간 지원합니다. 
						

							수급기간 중 취업이나 창업을 한 경우에는 해당 달부터 남은 달까지 받을 총 지급액의 50%를 일시금으로 지급합니다. 
						

							다만, 적극적으로 구직활동을 하지 않거나 거짓, 그밖에 부정한 방법으로 전직지원금을 신청한 경우 지급을 중단합니다(본인의 질병ㆍ부상ㆍ임신ㆍ출산 및 천재지변은 제외). 
						
","
제대군인지원센터를 방문하거나 우편, 인터넷으로 신청합니다.

다음과 같은 순서로 지원합니다.



1
								초기상담 및 서비스 신청
							

								제대군인지원센터에 서비스를 신청 
							



2
								사실조사 및 심사
							

								제대군인지원센터에서 사실 여부를 조사 
							



3
								서비스 보장
							

								제대군인지원센터에서 보장 
							



4
								서비스 제공
							

								제대군인지원센터에서 서비스를 제공 
							

"
282,282,주거급여(맞춤형 급여),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=282,주거안정과 주거생활 향상을 위하여 일정 소득 이하 국민에게 주거급여를 지원합니다.,보건복지부 콜센터 http://www.129.go.kr 마이홈 www.myhome.go.kr,마이홈 콜센터 1600-0777,국토교통부,주거복지정책과,2019,2019-01-16,"
소득인정액 기준 이하의 가구가 안정된 주거생활을 할 수 있도록 실제임차료, 유지수선비 등을 지원합니다.
주거급여가 불필요하거나, 타 법령 등에 의하여 주거를 제공받고 있는 수급자에 대해서는 주거급여를 지급하지 않습니다.

소득인정액 기준을 만족하여야 합니다.
소득인정액 기준은 중위소득의 45% 이하이며, 가구원에 따른 금액은 아래와 같습니다.
									
1인가구 : 790,737원
2인가구 : 1,346,391원
3인가구 : 1,741,760원
4인가구 : 2,137,128원
5인가구 : 2,532,497원


","
주거급여 수급자에게 주거안정에 필요한 실제임차료와 수선유지비 등을 포함하여 주거급여를 지급합니다.
임차가구는 전월세비용을 지원하고, 자가가구는 낡은 집을 고쳐드립니다.
									
임차가구 : 지역 및 가족 수에 따라 산정한 기준임대료를 상한으로 실제임차료(월임차료+보증금 환산액(연 4% 적용)을 지원


기준임대료의 기준은 아래와 같습니다.
									

기준임대료 표주거급여의 기준임대료를 가구원수, 1급지(서울), 2급지(경기/인천), 3급지(광역시/세종), 4급지(그외)로 나타낸 표



가구원수
1급지(서울)
2급지(경기/인천)
3급지(광역시/세종)
4급지(그 외)




1인 가구
266,000원
225,000원
179,000원
158,000원


2인 가구
302,000원
252,000원
198,000원
174,000원


3인 가구
359,000원
302,000원
236,000원
209,000원


4인 가구
415,000원
351,000원
274,000원
239,000원


5인 가구
429,000원
365,000원
285,000원
249,000원


6인 가구
504,000원
430,000원
331,000원
291,000원




서울에 거주중이고, 소득인정액이 80만원, 월세가 40만원인 3인 가구는 소득인정액이 생계급여 선정기준 이하이므로 서울 3인 가구 기준 임대료 359,000원 전액 지원


자가가구의 경우에는 주택의 노후도에 따라 도배, 난방, 지붕 등 종합적인 수리를 아래와 같이 지원합니다.
									

자가가구 보수지원 안내




수선비용
수선주기
수선예시




경보수
457만원
3년
도배, 장판 등


중보수
849만원
5년
오급수, 난방 등


대보수
1,241만원
7년
지붕, 기둥 등


주택개량 이외의 별도의 현금지원은 하지 않습니다. 
소득인정액이 ①생계급여 선정기준 이하인 경우 수선비용의 100%,
 ② 생계급여 선정기준 초과~중위소득 35% 이하인 경우 수선비용의 90%,
 ③ 중위소득 35% 초과~중위소득 45% 이하인 경우 수선비용의 80%를 지원합니다.
육로로 통행이 불가능한 도서지역(제주도 본섬 제외)의 경우, 위 수선비용을 10%가산합니다.
","
읍/면/동 주민센터에 방문하여 신청합니다.
									
서비스 신청시, 가족의 금융정보 제공동의가 온라인신청(online.bokjiro.go.kr)으로도 가능합니다.



다음과 같은 순서로 지원합니다.



1
										초기상담 및 서비스 신청
									

										읍/면/동 주민센터에서비스를 신청
									



2
										사실조사 및 심사
									

										시/군/구청에서사실을 조사하고 심사
									



3
										서비스 결정 
									

										시/군/구청에서서비스를 결정
									



4
										서비스 제공 
									

										국토교통부에서서비스 제공
									

"
